place name,tweet text
Napa,-@vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea ... http://t.co/2LbJCxEG5i
Napa,RT @smaloy: Smart use of data by @Jawbone – How did the Napa earthquake affect sleep? http://t.co/faLRxxlSyb http://t.co/k6HR0aaetm
Napa,"Earthquake Damage to Popular Napa, California, Tourist Destination http://t.co/crPOTQan1M [Sale http://t.co/pdFAPT9xa6 ] #video"
California,"Earthquake Damage to Popular Napa, California, Tourist Destination http://t.co/crPOTQan1M [Sale http://t.co/pdFAPT9xa6 ] #video"
California,California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured  
California,California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured  
California,California assessing damage after large quake http://t.co/RTc6hTDSsO
Napa,RT @john_frankel: Cool big data analysis of the percentage of Bay Area sleepers woken by the Napa earthquake  https://t.co/3oPbsEKKmZ http:…
US,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
California,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
Napa,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
Napa Valley,California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit  http://t.co/rUI1ZOEOiG
California,California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit  http://t.co/rUI1ZOEOiG
Napa,"RT @janinebucks: California USA Riverside » http://t.co/2GdE5OuWVx  #earthquake 527 Three Critically Injured, Almost 90 Treated At Napa Hos…"
California,RT @nationalpost: Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake http://t.co/1Y0vou7Uoa
Napa Valley,RT @nationalpost: Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake http://t.co/1Y0vou7Uoa
California,Damage from California earthquake could top $1 billion http://t.co/k5Cp1QKPWI via @TIME
Napa,"RT @abc7newsBayArea: WATCH LIVE: Napa city officials holding 11AM news conference to give update on #quake damage, recovery. WATCH: http://…"
Napa,RT @TuxcedoCat: Oh AssWholeFoods suffered damages in Napa. Anyone feel badly? Anyone? Breuller? #BoycottWholeFoods #earthquake http://t.co/…
Napa,Sleep-Tracking Data Shows Who Was Jolted Awake By The Napa Earthquake: Data from Jawbone Up users charts the m  http://t.co/mNQnQe7Eei
Napa,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7"
Napa,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7"
Napa,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7"
California,LetYouKnow: California begins quake clear-up: Workers assess damage and begin to clear   http://t.co/4bJVeFhZxt http://t.co/YxeOLuYcZx
California,RT @myfoxla: 100+ Injured In Northern California's Most Powerful Earthquake Since 1989. http://t.co/U3uVl1mH0K http://t.co/qrEgpAjUvl
Napa,Napa Earthquake Damage Estimated at $1 Billion  (http://t.co/0HPY0ihEwG)
Napa,"No reports of injuries to missionaries, members following Napa quake #ChurchNews #Mormon #lds http://t.co/9eRZ11zldb via @deseretnews"
Napa,Drone footage shows Napa quake damage:  http://t.co/vXJXeOBOyJ via @virollweb
pa e,Oh my.  I was afraid it would be up there  RT @kongsgaard: Total economic losses estimated by @USGS for Napa earthquake at 1 billion USD.
Napa,"South Napa Earthquake Woke Up Many, Fitness Trackers Reveal: Data scientists at Jawbone, which makes the UP an  http://t.co/LpR0aiO0YN"
California,UPDATE 1-California wine country quake losses seen in the billions - Reuters: CNNUPDATE 1-California wine coun  http://t.co/GJDpOJTsd8
California,"RT @GStephanopoulos: N. California #earthquake sparks major fires – snapping gas lines, striking mobile home parks. @nealkarlinsky is there."
California,"RT @GStephanopoulos: N. California #earthquake sparks major fires – snapping gas lines, striking mobile home parks. @nealkarlinsky is there."
Napa Valley,RT @nprnews: California Quake Means Big Damage For Napa Valley Wineries http://t.co/ev9p99IDtC
California,RT @nprnews: California Quake Means Big Damage For Napa Valley Wineries http://t.co/ev9p99IDtC
Napa,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/QEnzqYaaEZ #iPOst
Napa,"RT @DanAshleyABC7: Brian Davis, college student, shared this shot with me of #quake damage. I'm reporting live from Napa at 4,5, and 6 http…"
Napa,USA » NEWS » http://t.co/uafnaKrhyc HOT NEWS 132 earthquake Even buildings with seismic retrofits damaged in Napa earthquake #earthquake US…
Napa,"Napa wineries assess damage after earthquake. MORE: http://t.co/YRNWnpfxKl #11Alive http://t.co/imzX8iAcuW"" ONE SAD DAY IN ""DRUNK HEAVEN"""
California,#News ： California wine country quake losses seen in the billions - Reuters http://t.co/AK4bt3PqS5 #TAFS #FB100%
California,Sony targeted by cyber criminals; California quake highlights insurance risks: Sony is the latest big name cyb  http://t.co/2R7Mhv0P3C
Napa,[ChesCo Entertnmt] Quake causes $1B in damage to Napa wine country http://t.co/JyLXEeG8Kv
Bay Area,RT @tyleronemo: Ontario CAN Ottawa http://t.co/kj1UFfoQxr BREAKING NEWS 238 Earthquake Today Bay Area earthquake damages Napa County Airpor…
Napa,RT @tyleronemo: Ontario CAN Ottawa http://t.co/kj1UFfoQxr BREAKING NEWS 238 Earthquake Today Bay Area earthquake damages Napa County Airpor…
California,RT @AllNews_PH: [UNTV News] California wine country quake losses seen in the billions http://t.co/Og7QsFRAVT
Napa,RT @cmekim: The damage is devastating but we are Napa Strong!  #napaquake #wewillsurvive http://t.co/SP4uicTTdv
napa,RT @cmekim: The damage is devastating but we are Napa Strong!  #napaquake #wewillsurvive http://t.co/SP4uicTTdv
NAPA,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7
Calif,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7
California,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7
Calif,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7
California,RT @RT_com: Economic losses from California earthquake could top $1 billion http://t.co/yAtwKZgCBA
Napa,"Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr"
California,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW"
Napa,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW"
California,RT @heyyouapp: ¤ USA http://t.co/SBrRB0Nog4 849 Earthquake Damage From Northern California Earthquake Could Reach $1 Billion heyyouapp  #Ea…
Napa,"Napa earthquake damage, insurance losses could hit $4B http://t.co/EOKRf0G7fa #wine #winery"
Napa,"Napa earthquake damage, insurance losses could hit $4B http://t.co/EOKRf0G7fa #wine #winery"
Bay Area,RT @heyyouapp: ¦ http://t.co/RE2kP30Ulx 914 ¦ Bay Area earthquake damages Napa County Airport  #Earthquake ¦ Clean-up is still underway in …
Napa Valley,"RT @romenesko: John Oliver, the great explainer * Earthquake damage doesn't stop Napa Valley paper * ""No angel"" story predicted. http://t.c…"
Napa,RT @SocialInLA: Napa earthquake: Drone video offers bird's-eye view of damage: A new video from a privately owned drone shows   http://t.…
Napa,"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz"
Napa,"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz"
Napa,Citizen's drone video shows damage of Napa earthquake - http://t.co/gq9g0SerC5 by Jeff John Roberts
California,Pops just sent me a picture of all the wine barrels that spilled during the California earthquake.  Dude really knows how to ruin my day.
Napa,RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
Napa,[BW] Small Winemakers Assess Napa Quake Damage http://t.co/gqv275VjXu
Napa,#breakingnews Small Winemakers Assess Napa Quake Damage: Small independent vintners who stored wine barrels in  http://t.co/h31Oiv89rv
NAPA,NAPA: Wineries continue earthquake damage clean-up http://t.co/dZS4bpC4EL via @sharethis
Napa Valley,Napa Valley Vintners Still Assessing Damage From #Earthquake http://t.co/0BDYnSisiY #napaquake
napa,Napa Valley Vintners Still Assessing Damage From #Earthquake http://t.co/0BDYnSisiY #napaquake
California,Skaters Rip on California Terrain Transformed by Earthquake: After what has been called the worst  http://t.co/KuhLrcos3g #trending #news
Napa,"Despite damage from the earthquake, tourists continue to visit Napa Valley. http://t.co/OmJREUPi1t http://t.co/dBoH5ywUor"
Napa County,RT @tyleronemo: ¦ http://t.co/pJZfMcCWIN 41 ¦ Bay Area earthquake damages Napa County Airport  #EarthquakeToday ¦ quotThe earthquake blew o…
Napa Valley,The horror! Damage done to wine barrels at a Napa Valley winery during this weekend's earthquake. http://t.co/lYw7EWCklR
Napa,"RT @LANow: Quake aftershocks damage Napa bridge, force lane closure http://t.co/4lLKVSi8Q8"
Bay Area,RT @heyyouapp: ¦ http://t.co/WvIDktgCmf 668 ¦ Bay Area earthquake damages Napa County Airport  #earthquake ¦ Clean-up is still underway in …
California,RT @BBCWorld: Earthquake destroys historic buildings and leaves thousands without power in California http://t.co/RI18GChlqQ http://t.co/OW…
California,RT @BBCWorld: Earthquake destroys historic buildings and leaves thousands without power in California http://t.co/RI18GChlqQ http://t.co/OW…
Bay Area,RT @nicoleewayne: ♦ http://t.co/hBRvsaQomg 771 ♦ Earthquake ♦ Bay Area earthquake damages Napa County Airport http://t.co/jUJ1iG6Jbf
Napa County,RT @nicoleewayne: ♦ http://t.co/hBRvsaQomg 771 ♦ Earthquake ♦ Bay Area earthquake damages Napa County Airport http://t.co/jUJ1iG6Jbf
Napa,"RT @WillKane: Enormous pile of furniture, electronics damaged by quake left in Napa High School parking lot. http://t.co/F71Zl5mxYP"
California,#Albert_Stanlie Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake  http://t.co/51CiOMxMb1
California,#Albert_Stanlie Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake  http://t.co/51CiOMxMb1
California,(#Yeremiito21) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in Ca  http://t.co/QTwQdr8u5G (#Yeremiito21)
California,(#Yeremiito21) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in Ca  http://t.co/QTwQdr8u5G (#Yeremiito21)
California,Boy hurt in California quake: 'I should be dead' - Washington Post http://t.co/1L6KaMwQFX
Napa,Sizable aftershocks from Napa earthquake rattle residents. http://t.co/U3FCstxHSN
napa,"RT @KCBSNews: #Vallejo: 7 commercial buildings damaged in #napaquake red-tagged, 30 yellow-tagged. http://t.co/pBc3IHMM5q"
Vallejo,"RT @KCBSNews: #Vallejo: 7 commercial buildings damaged in #napaquake red-tagged, 30 yellow-tagged. http://t.co/pBc3IHMM5q"
Napa,Raw: Aerial Look at Napa Quake Damage #NewsVideos http://t.co/Hsxo44APBD
California,"RT @RT_com: #California earthquake aftermath: Buildings destroyed, over 100 injured (VIDEO) http://t.co/v9jHYsZc9J"
California,"RT @RT_com: #California earthquake aftermath: Buildings destroyed, over 100 injured (VIDEO) http://t.co/v9jHYsZc9J"
Napa,Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.
Napa,Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.
Napa,"@CNBC Tech failure: In Napa quake, power surges led to PC damage http://t.co/HK5Y48u23l"
Napa,"@CNBC Tech failure: In Napa quake, power surges led to PC damage http://t.co/HK5Y48u23l"
California,"Strong California quake causes injuries, damage  http://t.co/IouSr0HnHD"
California,"Strong California quake causes injuries, damage  http://t.co/IouSr0HnHD"
Napa,Napa earthquake map: Red-tagged buildings: Esri map shows the damages caused by the 6.0 Napa earthquake. http://t.co/6trj1MaO0X
California,Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says lucky to b  http://t.co/h4INH1iuk2
California,Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says lucky to b  http://t.co/h4INH1iuk2
Napa,RT @latimes: Napa boy crushed by brick chimney in 6.0 quake: 'I should be dead' http://t.co/hQObyOFBUC
California,(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc   (#IvanBerroa)
California,(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc   (#IvanBerroa)
California,RT @RyanTronier: Nearly a billion dollars of wine lost to #CaliforniaEarthQuake http://t.co/158LALWbGK http://t.co/Rz0Jek2yUl
County,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG
the Bay Area,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG
Napa,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG
Napa Valley,Napa Valley 2014 earthquake – Damage to vineyards #wine #earthquake http://t.co/Nr5OkMa0Lk
Napa,A guy stranded whose daughter's house was destroyed in the Napa earthquake on standby trying to fly out. K.A. flew out today. Housing 3
California,#California #earthquake piles stress on dangerous #HaywardFault? | NewScientist   http://t.co/nT4Xx9NHXH
Napa,Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake: http://t.co/IgsxlAn16p by @chrisgayomali via @FastCompany
California,Losses From California Quake Could Top $1 Billion http://t.co/c4CqClm14P
California,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…"
California,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…"
California,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…"
Napa,Napa quake caused $300 million in private property damage http://t.co/09fmOQ0jBV
Napa,"Caltech-based seismologist says Napa earthquake damage predictable,  http://t.co/ckiTweZwzS  #CoachellaValley #LosAngeles #NapaSunday"
Napa,Jawbone reveals how many Up users were woken up by the Napa earthquake http://t.co/1rsezcMrHn
Napa,"Residents, businesses accessing damage by magnitude-6.0 Napa earthquake -  NAPA From Napa to American Canyon to... http://t.co/ALVoS4VfY4"
Napa,"#napaquake billions? Seems not. Napa supes ask FEMA/HAZUS help: $362.4m in building, infras and econ loss. 123 bizes in wine and ag:  $48m."
napa,"#napaquake billions? Seems not. Napa supes ask FEMA/HAZUS help: $362.4m in building, infras and econ loss. 123 bizes in wine and ag:  $48m."
Napa,RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…
Central Indiana,a Flash Flood Watch is in effect for portions of Central Indiana until this afternoon..
Nepal,RT @reddimples45: @ntvkenya  The news has just picked up - 7.9 magnitude earthquake hit Nepal killing 150 people prophecy of more earthquak…
Nepal,@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquake.
Nepal,"Hundreds die, many trapped in Nepal earthquake http://t.co/SBLycwmznE"
Nepal,"Hundreds die, many trapped in Nepal earthquake http://t.co/SBLycwmznE"
Nepal,"@NT__305 7.8 Quake Hits Nepal, Toppling Buildings, Killing Hundreds: The powerful temblor hit north of the cap  http://t.co/Rnxw5gjAoT"
Nepal,"@NT__305 7.8 Quake Hits Nepal, Toppling Buildings, Killing Hundreds: The powerful temblor hit north of the cap  http://t.co/Rnxw5gjAoT"
Nepal,"#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8"
Nepal,"#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8"
Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Nepal,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Nepal,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Mt. Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Mt. Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Everest,RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/…
Nepal,"RT @BruceLeshan: Nepal quake: Hundreds dead, history crumbled. (from @AP) @wusa9  http://t.co/LMqRTk9NHe"
Kathmandu,"RT @AP: Latest on Nepal quake: Police say 449 dead, including 181 in Kathmandu: http://t.co/DVz0I49IcL"
Nepal,"RT @AP: Latest on Nepal quake: Police say 449 dead, including 181 in Kathmandu: http://t.co/DVz0I49IcL"
nepal,An earthquake engineer's first look at the buildings that collapsed in #nepalquake. https://t.co/nJ94x4AC4C via @JonathanStone10
Nepal,RT @AprilBethea: Nepal declares state of emergency as death toll from 7.8-magnitude earthquake nears 900 - @BBCNews via @Breaking
Nepal,RT @Obremskeet: So huge earthquake in Nepal probably killing over a thousand people and @CNN is talking about Bruce Jenner. #ProblemsWithAm…
NEPAL,RT @TheMulliganTank: Impossible to keep up with rising death toll from NEPAL EARTHQUAKE. Links to ongoing coverage: http://t.co/wXc4IGFh7o …
palEa,900 dead and still counting  iam numb!! Thought with their families:'(:'(:'(  #NepalEarthquake  @Harry_Styles
Nepal,@karanjohar @AnushkaSharma 1500 Killed In #NepalEarthquake . Watch Affected Places Here &gt;&gt; https://t.co/SvhVcasRFE
Nepal,How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5Xm
Nepal,RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured   http://t.co…
Nepal,RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured   http://t.co…
Karachi,"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal"
Clifton Beach,"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal"
Nepal,Hundreds Dead As 7.9-Magnitude Earthquake Strikes Nepal: A powerful earthquake measuring 7.9 on the Richter sc  http://t.co/5IpLqP0jdt
Nepal,"RT @kylegotjokes: What was we pose to do? RT “@morgaaanf: 1,000 were killed in Nepal & people were worrying about Bruce Jenner. http://t.co…"
Nepal,RT @ABCNews24: #NepalEarthquake update: The Indian Army says 18 bodies have been found on #MountEverest after an #avalanche buried part of …
KATHMANDU,"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries   http://t.co/TdnMh2tJuh"
Nepal,"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries   http://t.co/TdnMh2tJuh"
Nepal,RT @tv6tnt: Reports quoting Nepal police now say death toll rises to 449 #NepalEarthquake via @AP & @ReutersWorld http://t.co/c04IyZpFrT
Nepal,RT @ShakingEarth: Massive earthquake below Nepal - At least 174 fatalities so far (expect to rise further) - http://t.co/6zdFQouDqz http://…
Kathmandu,RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…
India,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India
Nepal,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India
India,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India
Nepal,Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India
India,"RT @ibnlive: #NepalQuake | LIVE: At least 58 killed, 237 injured in earthquake in India http://t.co/TwvDTQum1d"
India,"RT @ibnlive: #NepalQuake | LIVE: At least 58 killed, 237 injured in earthquake in India http://t.co/TwvDTQum1d"
Nepal,"Nepal earthquake death toll climbs to 1896, massive rescue efforts on as   - Hindustan Times: Hindustan Time  http://t.co/OvpIb45aBK"
Nepal,NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
nepal,Death roll croses 2000 in nepal now #earthquake
NCR,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake"
India,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake"
Nepal,"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake"
Nepal,RT @DDNewsLive: #NepalEarthquake update: over 800 killed | #NDMA #Helpline No. for missing persons 011-26701728/ 29 Mob-9868891801 http://t…
Nepal,Human and history disaster. Nothing more powerful than nature. - Nepal landmarks flattened by the quake http://t.co/7wvGIInZE7
Nepal,"RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…"
Nepal,"RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…"
Nepal,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT
Nepal,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT
Everest,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT
Everest,Google Executive Killed In Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m  http://t.co/1oj6A9X1yT
Everest,"RT @JeromeTaylor: . @AFP's @robertoindelhi & @akannampilly were at Everest basecamp when #Nepalquake hit. Both safe, but 17 others dead htt…"
Nepal,"RT @JeromeTaylor: . @AFP's @robertoindelhi & @akannampilly were at Everest basecamp when #Nepalquake hit. Both safe, but 17 others dead htt…"
Nepal,"Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead"
Nepal,"Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead"
Nepal,The death toll in the #NepalEarthquake has risen to more than 2000. OH MY ὣ1
Nepal,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK"
Everest,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK"
Nepal,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK"
Everest,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK"
Everest,"Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK"
Katmandu,RT @WXXINews: A magnitude 6.7 aftershock rumbles Katmandu; death toll rises. http://t.co/9Uvj9fleU5
Nepal,So devastating the amount of deaths in Nepal due to the earthquake��?4���5 #prayfornepal
Everest,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t
Nepal,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t
Everest,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t
Nepal,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t
Nepal,"RT @ANI_news: When reports will cm from their death toll may climb to 5000-10,000:Baburam Bhattarai,frmr Nepal PM #NepalEarthqauke http://t…"
Nepal,"RT @aahanasharma11: #MSGHelpEarthquakeVictims More than 100 people r knwn to hv died in a powerful earthquake dat struck Nepal, wrecking ma…"
Bihar,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…"
UP,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…"
Rajasthan,"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal & 1 in #Rajasthan: LC Goel (Pic:ANI) htt…"
Nepal,RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent…
Kathmandu,RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
Nepal,RT @ICEYTREY: Bruce Jenner still front page of Yahoo when 1500 people died in an earthquake in Nepal this morning
Nepal,"RT @FoxNews: #NepalQuake: At least 101 killed after 7.8 quake strikes Nepal, sparking tremors across Asia http://t.co/8BPVME4BjT http://t.c�??"
Nepal,"RT @jejejejo: 7,9 SR earthquake and more than 1000 people died. Oh God #PrayForNepal #PrayForNepal #PrayforNepal"
Tibet,RT @emilyrauhala: #NepalQuake: #Tibet also hit hard. China Daily reports 70% of buildings in Nyalam County damaged. (Foreign press barred f…
Nepal,"RT @clarke253: In other news today, over 2000 were killed in a massive earthquake in Nepal, and an avalanche on Everest, yet Bruce Jenner w…"
Everest,"RT @clarke253: In other news today, over 2000 were killed in a massive earthquake in Nepal, and an avalanche on Everest, yet Bruce Jenner w…"
Nepal,RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
Nepal,Nepal quake: Key information known at this time: The death toll climbed and aftershocks continued a day after   http://t.co/krAV2bfysK
Nepal,"RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…"
Nepal,"RT @muns2177: Compare Kashmir Floods & #NepalEarthquake coverage by usual #Presstitutes 2200 have died,guess Hindu lives dont count http://…"
Kashmir,"RT @muns2177: Compare Kashmir Floods & #NepalEarthquake coverage by usual #Presstitutes 2200 have died,guess Hindu lives dont count http://…"
Nepal,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
Everest,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
Nepal,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
Everest,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
Nepal,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
Nepal,RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http:…
