place name,type of impact,impact place relation,modifier place relation,severity impact relation,item impact relation,tweet text,impact category,geometry
Napa,Destroys,Napa Destroys,,,Historic Destroys,"#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO",Damage,POINT (-122.28553 38.29714)
Napa,Injures,Napa Injures,,Many Injures,,"#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO",Injury,POINT (-122.28553 38.29714)
Northern California,Damage,Northern California Damage,,$1B Damage,,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),Damage,POINT (-116.78467 34.68743)
California,Damage,Northern California Damage,,$1B Damage,,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),Damage,POINT (-116.78467 34.68743)
California,Damage,California Damage,,$1B Damage,,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),Damage,POINT (-116.78467 34.68743)
California,Destroys,California Destroys,,,,Magnitude 6.0 Earthquake in California Destroys B…: http://t.co/TiVLKVdZ4o,Damage,POINT (-116.78467 34.68743)
Napa Valley,Damage,Napa Valley damage,,,wineries damage,Napa Valley wineries sustain damage from 6.0 earthquake  LA Times: http://t.co/SUcG3iYwoB  http://t.co/P6LpL61uKc Via @CarolCNN,Damage,POINT (-122.28553 38.29714)
Napa,Buckled,Napa buckled,,,streets buckled,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",Other,POINT (-122.28553 38.29714)
California,Injures,California Injures,,130 Injures,,RT @SkyNews: Clean-Up After California Quake Injures 130 http://t.co/7l5uo8FNaZ,Injury,POINT (-116.78467 34.68743)
Napa,Closed,Napa closed,in downtown Napa,,roads closed,Some roads in downtown Napa closed due to earthquake damage. @ewengerKPIX with more @CBSSF,Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,in Napa,,,-@vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea ... http://t.co/2LbJCxEG5i,Damage,POINT (-122.28553 38.29714)
Napa,Affect,Napa affect,,,,RT @smaloy: Smart use of data by @Jawbone – How did the Napa earthquake affect sleep? http://t.co/faLRxxlSyb http://t.co/k6HR0aaetm,Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa Damage,,,,"Earthquake Damage to Popular Napa, California, Tourist Destination http://t.co/crPOTQan1M [Sale http://t.co/pdFAPT9xa6 ] #video",Damage,POINT (-122.28553 38.29714)
California,Damage,California Damage,,,,"Earthquake Damage to Popular Napa, California, Tourist Destination http://t.co/crPOTQan1M [Sale http://t.co/pdFAPT9xa6 ] #video",Damage,POINT (-116.78467 34.68743)
California,Damage,California damage,,,,California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured  ,Damage,POINT (-116.78467 34.68743)
California,Injured,California injured,,200 injured,people injured,California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured  ,Injury,POINT (-116.78467 34.68743)
California,Damage,California damage,,,,California assessing damage after large quake http://t.co/RTc6hTDSsO,Damage,POINT (-116.78467 34.68743)
Napa,Woken,Napa woken,Bay Area Napa,,sleepers woken,RT @john_frankel: Cool big data analysis of the percentage of Bay Area sleepers woken by the Napa earthquake  https://t.co/3oPbsEKKmZ http:…,Other,POINT (-122.28553 38.29714)
US,Injures,US Injures,,Dozens Injures,,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa,Injury,POINT (-170.11 8.62)
California,Injures,California Injures,,Dozens Injures,,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa,Injury,POINT (-116.78467 34.68743)
Napa,Injures,Napa Injures,,Dozens Injures,,US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa,Injury,POINT (-122.28553 38.29714)
Napa Valley,Damage,Napa Valley Damage,,Big Damage,Wineries Damage,California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit  http://t.co/rUI1ZOEOiG,Damage,POINT (-122.28553 38.29714)
California,Damage,California Damage,,Big Damage,Wineries Damage,California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit  http://t.co/rUI1ZOEOiG,Damage,POINT (-116.78467 34.68743)
Napa,Treated,Napa Treated,,Almost 90 Treated,,"RT @janinebucks: California USA Riverside » http://t.co/2GdE5OuWVx  #earthquake 527 Three Critically Injured, Almost 90 Treated At Napa Hos…",Other,POINT (-122.28553 38.29714)
California,Seeping,California seeping,in California,,wine seeping,RT @nationalpost: Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake http://t.co/1Y0vou7Uoa,Other,POINT (-116.78467 34.68743)
Napa Valley,Seeping,Napa Valley seeping,,,wine seeping,RT @nationalpost: Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake http://t.co/1Y0vou7Uoa,Other,POINT (-122.28553 38.29714)
California,Damage,California Damage,,$1 billion Damage,,Damage from California earthquake could top $1 billion http://t.co/k5Cp1QKPWI via @TIME,Damage,POINT (-116.78467 34.68743)
Napa,Damage,Napa damage,,,,"RT @abc7newsBayArea: WATCH LIVE: Napa city officials holding 11AM news conference to give update on #quake damage, recovery. WATCH: http://…",Damage,POINT (-122.28553 38.29714)
Napa,Damages,Napa damages,,,WholeFoods damages,RT @TuxcedoCat: Oh AssWholeFoods suffered damages in Napa. Anyone feel badly? Anyone? Breuller? #BoycottWholeFoods #earthquake http://t.co/…,Damage,POINT (-122.28553 38.29714)
Napa,Jolted Awake,Napa Jolted Awake,,,,Sleep-Tracking Data Shows Who Was Jolted Awake By The Napa Earthquake: Data from Jawbone Up users charts the m  http://t.co/mNQnQe7Eei,Other,POINT (-122.28553 38.29714)
Napa,Red-Tagged,Napa red-tagged,,44 red-tagged,buildings red-tagged,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7",Other,POINT (-122.28553 38.29714)
Napa,Water Leaks,Napa water leaks,,90 water leaks,,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7",Other,POINT (-122.28553 38.29714)
Napa,Yellow-Tagged,Napa yellow-tagged,,100 yellow-tagged,buildings yellow-tagged,"Napa earthquake update: 44 buildings red-tagged, 100 yellow-tagged in Napa, 90 water leaks - @nbcbayarea http://t.co/uMSxvMyYS7",Other,POINT (-122.28553 38.29714)
California,Damage,California damage,,,,LetYouKnow: California begins quake clear-up: Workers assess damage and begin to clear   http://t.co/4bJVeFhZxt http://t.co/YxeOLuYcZx,Damage,POINT (-116.78467 34.68743)
California,Injured,California Injured,Northern California,100+ Injured,,RT @myfoxla: 100+ Injured In Northern California's Most Powerful Earthquake Since 1989. http://t.co/U3uVl1mH0K http://t.co/qrEgpAjUvl,Injury,POINT (-116.78467 34.68743)
Napa,Damage,Napa Damage,,$1 Billion Damage,,Napa Earthquake Damage Estimated at $1 Billion  (http://t.co/0HPY0ihEwG),Damage,POINT (-122.28553 38.29714)
Napa,Injuries,Napa injuries,,,,"No reports of injuries to missionaries, members following Napa quake #ChurchNews #Mormon #lds http://t.co/9eRZ11zldb via @deseretnews",Injury,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,Drone footage shows Napa quake damage:  http://t.co/vXJXeOBOyJ via @virollweb,Damage,POINT (-122.28553 38.29714)
pa e,Sses E,pa e sses e,,billion USD. sses e,onomic l sses e,Oh my.  I was afraid it would be up there  RT @kongsgaard: Total economic losses estimated by @USGS for Napa earthquake at 1 billion USD.,Other,POINT (-170.7025 -14.27806)
Napa,Woke Up,Napa Woke Up,South Napa,Many Woke Up,,"South Napa Earthquake Woke Up Many, Fitness Trackers Reveal: Data scientists at Jawbone, which makes the UP an  http://t.co/LpR0aiO0YN",Other,POINT (-122.28553 38.29714)
California,Losses,California losses,,billions losses,wine country losses,UPDATE 1-California wine country quake losses seen in the billions - Reuters: CNNUPDATE 1-California wine coun  http://t.co/GJDpOJTsd8,Other,POINT (-116.78467 34.68743)
California,Sparks Major Fires,California sparks major fires,N. California,,,"RT @GStephanopoulos: N. California #earthquake sparks major fires – snapping gas lines, striking mobile home parks. @nealkarlinsky is there.",Other,POINT (-116.78467 34.68743)
California,Striking,California striking,N. California,,mobile home parks striking,"RT @GStephanopoulos: N. California #earthquake sparks major fires – snapping gas lines, striking mobile home parks. @nealkarlinsky is there.",Other,POINT (-116.78467 34.68743)
Napa Valley,Damage,Napa Valley Damage,,Big Damage,Wineries Damage,RT @nprnews: California Quake Means Big Damage For Napa Valley Wineries http://t.co/ev9p99IDtC,Damage,POINT (-122.28553 38.29714)
California,Damage,California Damage,,Big Damage,Wineries Damage,RT @nprnews: California Quake Means Big Damage For Napa Valley Wineries http://t.co/ev9p99IDtC,Damage,POINT (-116.78467 34.68743)
Napa,Buckled,Napa Buckled,,,Streets Buckled,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/QEnzqYaaEZ #iPOst,Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,"RT @DanAshleyABC7: Brian Davis, college student, shared this shot with me of #quake damage. I'm reporting live from Napa at 4,5, and 6 http…",Damage,POINT (-122.28553 38.29714)
Napa,Damaged,Napa damaged,in Napa,,buildings damaged,USA » NEWS » http://t.co/uafnaKrhyc HOT NEWS 132 earthquake Even buildings with seismic retrofits damaged in Napa earthquake #earthquake US…,Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,wineries damage,"Napa wineries assess damage after earthquake. MORE: http://t.co/YRNWnpfxKl #11Alive http://t.co/imzX8iAcuW"" ONE SAD DAY IN ""DRUNK HEAVEN""",Damage,POINT (-122.28553 38.29714)
California,Losses,California losses,,billions losses,,#News ： California wine country quake losses seen in the billions - Reuters http://t.co/AK4bt3PqS5 #TAFS #FB100%,Other,POINT (-116.78467 34.68743)
California,Risks,California risks,,,,Sony targeted by cyber criminals; California quake highlights insurance risks: Sony is the latest big name cyb  http://t.co/2R7Mhv0P3C,Other,POINT (-116.78467 34.68743)
Napa,Damage,Napa damage,,$1B damage,,[ChesCo Entertnmt] Quake causes $1B in damage to Napa wine country http://t.co/JyLXEeG8Kv,Damage,POINT (-122.28553 38.29714)
Bay Area,Damages,Bay Area damages,,,,RT @tyleronemo: Ontario CAN Ottawa http://t.co/kj1UFfoQxr BREAKING NEWS 238 Earthquake Today Bay Area earthquake damages Napa County Airpor…,Damage,POINT (-85.65983 30.15946)
Napa,Damages,Napa damages,,,,RT @tyleronemo: Ontario CAN Ottawa http://t.co/kj1UFfoQxr BREAKING NEWS 238 Earthquake Today Bay Area earthquake damages Napa County Airpor…,Damage,POINT (-122.28553 38.29714)
California,Losses,California losses,,billions losses,,RT @AllNews_PH: [UNTV News] California wine country quake losses seen in the billions http://t.co/Og7QsFRAVT,Other,POINT (-116.78467 34.68743)
Napa,Damage,Napa damage,,devastating damage,,RT @cmekim: The damage is devastating but we are Napa Strong!  #napaquake #wewillsurvive http://t.co/SP4uicTTdv,Damage,POINT (-122.28553 38.29714)
napa,Damage,napa damage,,devastating damage,,RT @cmekim: The damage is devastating but we are Napa Strong!  #napaquake #wewillsurvive http://t.co/SP4uicTTdv,Damage,POINT (-122.28553 38.29714)
NAPA,Losses,NAPA losses,wine country NAPA,billions losses,,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7,Other,POINT (-122.28553 38.29714)
Calif,Losses,Calif losses,wine country California,billions losses,,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7,Other,POINT (-116.78467 34.68743)
California,Losses,California losses,wine country California,billions losses,,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7,Other,POINT (-116.78467 34.68743)
Calif,Losses,California losses,wine country California,billions losses,,California wine country quake losses seen in the billions: NAPA Calif. (Reuters) - A strong earthquake that jo  http://t.co/dAMLmZv6X7,Other,POINT (-116.78467 34.68743)
California,Economic Losses,California Economic losses,,$1 billion Economic losses,,RT @RT_com: Economic losses from California earthquake could top $1 billion http://t.co/yAtwKZgCBA,Other,POINT (-116.78467 34.68743)
Napa,Cost,Napa cost,,$2.1B cost,insurers cost,"Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr",Other,POINT (-122.28553 38.29714)
California,Damage,California Damage,in California,,downtown building Damage,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",Damage,POINT (-116.78467 34.68743)
Napa,Damage,Napa Damage,in Napa,,downtown building Damage,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",Damage,POINT (-122.28553 38.29714)
California,Damage,California Damage,Northern California,$1 Billion Damage,,RT @heyyouapp: ¤ USA http://t.co/SBrRB0Nog4 849 Earthquake Damage From Northern California Earthquake Could Reach $1 Billion heyyouapp  #Ea…,Damage,POINT (-116.78467 34.68743)
Napa,Insurance Losses,Napa insurance losses,,$4B insurance losses,,"Napa earthquake damage, insurance losses could hit $4B http://t.co/EOKRf0G7fa #wine #winery",Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,$4B damage,,"Napa earthquake damage, insurance losses could hit $4B http://t.co/EOKRf0G7fa #wine #winery",Damage,POINT (-122.28553 38.29714)
Bay Area,Damages,Bay Area damages,,,Napa County Airport damages,RT @heyyouapp: ¦ http://t.co/RE2kP30Ulx 914 ¦ Bay Area earthquake damages Napa County Airport  #Earthquake ¦ Clean-up is still underway in …,Damage,POINT (-85.65983 30.15946)
Napa Valley,Damage,Napa Valley damage,,,,"RT @romenesko: John Oliver, the great explainer * Earthquake damage doesn't stop Napa Valley paper * ""No angel"" story predicted. http://t.c…",Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,RT @SocialInLA: Napa earthquake: Drone video offers bird's-eye view of damage: A new video from a privately owned drone shows   http://t.…,Damage,POINT (-122.28553 38.29714)
Napa,Injuries,Napa injuries,,,,"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz",Injury,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz",Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,Citizen's drone video shows damage of Napa earthquake - http://t.co/gq9g0SerC5 by Jeff John Roberts,Damage,POINT (-122.28553 38.29714)
California,Spilled,California spilled,,,wine barrels spilled,Pops just sent me a picture of all the wine barrels that spilled during the California earthquake.  Dude really knows how to ruin my day.,Other,POINT (-116.78467 34.68743)
Napa,Damages,Napa Damages,,Over $1 Billion Damages,Restaurants Damages,RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine,Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa Damage,,,,[BW] Small Winemakers Assess Napa Quake Damage http://t.co/gqv275VjXu,Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa Damage,,,,#breakingnews Small Winemakers Assess Napa Quake Damage: Small independent vintners who stored wine barrels in  http://t.co/h31Oiv89rv,Damage,POINT (-122.28553 38.29714)
NAPA,Damage,NAPA damage,,,Wineries damage,NAPA: Wineries continue earthquake damage clean-up http://t.co/dZS4bpC4EL via @sharethis,Damage,POINT (-122.28553 38.29714)
Napa Valley,Damage,Napa Valley Damage,,,,Napa Valley Vintners Still Assessing Damage From #Earthquake http://t.co/0BDYnSisiY #napaquake,Damage,POINT (-122.28553 38.29714)
napa,Damage,napa Damage,,,,Napa Valley Vintners Still Assessing Damage From #Earthquake http://t.co/0BDYnSisiY #napaquake,Damage,POINT (-122.28553 38.29714)
California,Transformed,California Transformed,,,Terrain Transformed,Skaters Rip on California Terrain Transformed by Earthquake: After what has been called the worst  http://t.co/KuhLrcos3g #trending #news,Other,POINT (-116.78467 34.68743)
Napa,Damage,Napa damage,,,,"Despite damage from the earthquake, tourists continue to visit Napa Valley. http://t.co/OmJREUPi1t http://t.co/dBoH5ywUor",Damage,POINT (-122.28553 38.29714)
Napa County,Damages,Napa County damages,,,Airport damages,RT @tyleronemo: ¦ http://t.co/pJZfMcCWIN 41 ¦ Bay Area earthquake damages Napa County Airport  #EarthquakeToday ¦ quotThe earthquake blew o…,Damage,POINT (-122.28553 38.29714)
Napa Valley,Damage,Napa Valley Damage,,,wine barrels Damage,The horror! Damage done to wine barrels at a Napa Valley winery during this weekend's earthquake. http://t.co/lYw7EWCklR,Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,lane damage,"RT @LANow: Quake aftershocks damage Napa bridge, force lane closure http://t.co/4lLKVSi8Q8",Damage,POINT (-122.28553 38.29714)
Bay Area,Damages,Bay Area damages,,,Napa County Airport damages,RT @heyyouapp: ¦ http://t.co/WvIDktgCmf 668 ¦ Bay Area earthquake damages Napa County Airport  #earthquake ¦ Clean-up is still underway in …,Damage,POINT (-85.65983 30.15946)
California,Destroys,California destroys,in California,,historic buildings destroys,RT @BBCWorld: Earthquake destroys historic buildings and leaves thousands without power in California http://t.co/RI18GChlqQ http://t.co/OW…,Damage,POINT (-116.78467 34.68743)
California,Without,California without,in California,thousands without,power without,RT @BBCWorld: Earthquake destroys historic buildings and leaves thousands without power in California http://t.co/RI18GChlqQ http://t.co/OW…,Other,POINT (-116.78467 34.68743)
Bay Area,Damages,Bay Area damages,,,Airport damages,RT @nicoleewayne: ♦ http://t.co/hBRvsaQomg 771 ♦ Earthquake ♦ Bay Area earthquake damages Napa County Airport http://t.co/jUJ1iG6Jbf,Damage,POINT (-85.65983 30.15946)
Napa County,Damages,Napa County damages,,,Airport damages,RT @nicoleewayne: ♦ http://t.co/hBRvsaQomg 771 ♦ Earthquake ♦ Bay Area earthquake damages Napa County Airport http://t.co/jUJ1iG6Jbf,Damage,POINT (-122.28553 38.29714)
Napa,Damaged,Napa damaged,in Napa,,furniture damaged,"RT @WillKane: Enormous pile of furniture, electronics damaged by quake left in Napa High School parking lot. http://t.co/F71Zl5mxYP",Damage,POINT (-122.28553 38.29714)
California,Hurt,California hurt,in California,badly hurt,Boy hurt,#Albert_Stanlie Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake  http://t.co/51CiOMxMb1,Injury,POINT (-116.78467 34.68743)
California,Hurt,California Hurt,in California,badly Hurt,Boy Hurt,#Albert_Stanlie Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake  http://t.co/51CiOMxMb1,Injury,POINT (-116.78467 34.68743)
California,Hurt,California Hurt,,,Boy Hurt,(#Yeremiito21) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in Ca  http://t.co/QTwQdr8u5G (#Yeremiito21),Injury,POINT (-116.78467 34.68743)
California,Hurt,California hurt,,,Boy hurt,(#Yeremiito21) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in Ca  http://t.co/QTwQdr8u5G (#Yeremiito21),Injury,POINT (-116.78467 34.68743)
California,Hurt,California hurt,,,Boy hurt,Boy hurt in California quake: 'I should be dead' - Washington Post http://t.co/1L6KaMwQFX,Injury,POINT (-116.78467 34.68743)
Napa,Rattle,Napa rattle,,,residents rattle,Sizable aftershocks from Napa earthquake rattle residents. http://t.co/U3FCstxHSN,Other,POINT (-122.28553 38.29714)
napa,Damaged,napa damaged,,7 damaged,commercial buildings damaged,"RT @KCBSNews: #Vallejo: 7 commercial buildings damaged in #napaquake red-tagged, 30 yellow-tagged. http://t.co/pBc3IHMM5q",Damage,POINT (-122.28553 38.29714)
Vallejo,Damaged,Vallejo damaged,,7 damaged,commercial buildings damaged,"RT @KCBSNews: #Vallejo: 7 commercial buildings damaged in #napaquake red-tagged, 30 yellow-tagged. http://t.co/pBc3IHMM5q",Damage,POINT (-122.25664 38.10409)
Napa,Damage,Napa Damage,,,,Raw: Aerial Look at Napa Quake Damage #NewsVideos http://t.co/Hsxo44APBD,Damage,POINT (-122.28553 38.29714)
California,Injured,California injured,,over 100 injured,,"RT @RT_com: #California earthquake aftermath: Buildings destroyed, over 100 injured (VIDEO) http://t.co/v9jHYsZc9J",Injury,POINT (-116.78467 34.68743)
California,Destroyed,California destroyed,,,Buildings destroyed,"RT @RT_com: #California earthquake aftermath: Buildings destroyed, over 100 injured (VIDEO) http://t.co/v9jHYsZc9J",Damage,POINT (-116.78467 34.68743)
Napa,Losses,Napa losses,,,wineries losses,Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.,Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,many damage,facilities damage,Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.,Damage,POINT (-122.28553 38.29714)
Napa,Surges,Napa surges,In Napa,,power surges,"@CNBC Tech failure: In Napa quake, power surges led to PC damage http://t.co/HK5Y48u23l",Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,In Napa,,PC damage,"@CNBC Tech failure: In Napa quake, power surges led to PC damage http://t.co/HK5Y48u23l",Damage,POINT (-122.28553 38.29714)
California,Damage,California damage,,,,"Strong California quake causes injuries, damage  http://t.co/IouSr0HnHD",Damage,POINT (-116.78467 34.68743)
California,Injuries,California injuries,,,,"Strong California quake causes injuries, damage  http://t.co/IouSr0HnHD",Injury,POINT (-116.78467 34.68743)
Napa,Red-Tagged,Napa Red-tagged,,,buildings Red-tagged,Napa earthquake map: Red-tagged buildings: Esri map shows the damages caused by the 6.0 Napa earthquake. http://t.co/6trj1MaO0X,Other,POINT (-122.28553 38.29714)
California,Hurt,California Hurt,in California,badly Hurt,Boy Hurt,Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says lucky to b  http://t.co/h4INH1iuk2,Injury,POINT (-116.78467 34.68743)
California,Hurt,California hurt,in California,badly hurt,Boy hurt,Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says lucky to b  http://t.co/h4INH1iuk2,Injury,POINT (-116.78467 34.68743)
Napa,Crushed,Napa crushed,,,boy crushed,RT @latimes: Napa boy crushed by brick chimney in 6.0 quake: 'I should be dead' http://t.co/hQObyOFBUC,Other,POINT (-122.28553 38.29714)
California,Hurt,California hurt,in California,badly hurt,Boy hurt,(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc   (#IvanBerroa),Injury,POINT (-116.78467 34.68743)
California,Hurt,California Hurt,in California,badly Hurt,Boy Hurt,(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc   (#IvanBerroa),Injury,POINT (-116.78467 34.68743)
California,Lost,California lost,,Nearly a billion dollars lost,wine lost,RT @RyanTronier: Nearly a billion dollars of wine lost to #CaliforniaEarthQuake http://t.co/158LALWbGK http://t.co/Rz0Jek2yUl,Other,POINT (-116.78467 34.68743)
County,Damage,County Damage,in County,Significant Damage,,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG,Damage,POINT (-8.2 5.96667)
the Bay Area,Damage,the Bay Area Damage,in the Bay Area,Significant Damage,,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG,Damage,POINT (-80.3377 25.5783)
Napa,Damage,Napa Damage,in Napa,Significant Damage,,Napa 6.0 Earthquake Caused 'Significant' Damage in County: USGS: Cleanup efforts were underway in the Bay Area... http://t.co/bbsGstd5zG,Damage,POINT (-122.28553 38.29714)
Napa Valley,Damage,Napa Valley Damage,,,vineyards Damage,Napa Valley 2014 earthquake – Damage to vineyards #wine #earthquake http://t.co/Nr5OkMa0Lk,Damage,POINT (-122.28553 38.29714)
Napa,Destroyed,Napa destroyed,,,house destroyed,A guy stranded whose daughter's house was destroyed in the Napa earthquake on standby trying to fly out. K.A. flew out today. Housing 3,Damage,POINT (-122.28553 38.29714)
California,Stress,California stress,,,,#California #earthquake piles stress on dangerous #HaywardFault? | NewScientist   http://t.co/nT4Xx9NHXH,Other,POINT (-116.78467 34.68743)
Napa,Jolted Awake,Napa jolted awake,,,,Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake: http://t.co/IgsxlAn16p by @chrisgayomali via @FastCompany,Other,POINT (-122.28553 38.29714)
California,Losses,California Losses,,$1 Billion Losses,,Losses From California Quake Could Top $1 Billion http://t.co/c4CqClm14P,Other,POINT (-116.78467 34.68743)
California,Injuries,California injuries,in California,,,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…",Injury,POINT (-116.78467 34.68743)
California,Fires,California fires,in California,,,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…",Fire,POINT (-116.78467 34.68743)
California,Closures,California closures,in California,,road closures,"RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…",Other,POINT (-116.78467 34.68743)
Napa,Damage,Napa damage,,$300 million damage,private property damage,Napa quake caused $300 million in private property damage http://t.co/09fmOQ0jBV,Damage,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,,"Caltech-based seismologist says Napa earthquake damage predictable,  http://t.co/ckiTweZwzS  #CoachellaValley #LosAngeles #NapaSunday",Damage,POINT (-122.28553 38.29714)
Napa,Woken,Napa woken,,,,Jawbone reveals how many Up users were woken up by the Napa earthquake http://t.co/1rsezcMrHn,Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,,,businesses damage,"Residents, businesses accessing damage by magnitude-6.0 Napa earthquake -  NAPA From Napa to American Canyon to... http://t.co/ALVoS4VfY4",Damage,POINT (-122.28553 38.29714)
Napa,"Building, Infras And Econ Loss","Napa building, infras and econ loss",,"$48m building, infras and econ loss",,"#napaquake billions? Seems not. Napa supes ask FEMA/HAZUS help: $362.4m in building, infras and econ loss. 123 bizes in wine and ag:  $48m.",Other,POINT (-122.28553 38.29714)
napa,"Building, Infras And Econ Loss","napa building, infras and econ loss",,"$48m building, infras and econ loss",,"#napaquake billions? Seems not. Napa supes ask FEMA/HAZUS help: $362.4m in building, infras and econ loss. 123 bizes in wine and ag:  $48m.",Other,POINT (-122.28553 38.29714)
Napa,Damage,Napa damage,in Napa,,,RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…,Damage,POINT (-122.28553 38.29714)
Central Indiana,Watch,Central Indiana Watch,portions of Central Indiana,,Flash Flood Watch,a Flash Flood Watch is in effect for portions of Central Indiana until this afternoon..,Other,POINT (-86.20614 39.74743)
Nepal,Killing,Nepal killing,,150 killing,people killing,RT @reddimples45: @ntvkenya  The news has just picked up - 7.9 magnitude earthquake hit Nepal killing 150 people prophecy of more earthquak…,Other,POINT (84 28)
